,0,sweet,vanilla,smokey,chacho,sherry,cereals,fruit,spices,green,Old,flower,smooth,alcohol,rough,balance,salty
371,4,5,6,0,2,0,0,9,3,0,3,0,1,3,0,0,0
372,17,18,0,1,1,0,50,18,27,0,5,1,32,7,3,2,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,16,4,2,2,0,1,1,5,3,0,2,0,24,0,2,0,0
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,9,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,5,1,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,5,14,1,0,3,1,22,3,8,1,2,1,17,8,1,0,0
384,17,15,6,2,3,0,12,5,18,0,3,0,15,9,4,1,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,15,0,0,2,2,0,0,0,3,0,1,0,2,2,1,0,0
388,9,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
389,3,1,1,4,1,1,0,4,0,1,0,1,8,1,1,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,4,3,4,0,1,0,1,12,2,1,0,0,5,2,1,0,0
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,6,3,1,10,0,0,0,1,1,0,1,1,3,0,0,0,2
395,15,10,0,14,5,0,31,1,25,3,10,1,12,3,2,0,0
396,16,6,2,0,3,0,0,1,3,0,0,0,10,1,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,11,4,2,2,1,0,2,7,5,1,1,0,2,1,0,0,0
399,8,11,5,4,2,0,3,9,9,1,4,0,4,6,0,0,0
400,7,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
401,8,1,0,1,0,0,0,3,3,0,1,0,3,1,0,1,0
402,8,14,1,4,0,5,0,6,6,1,0,2,7,5,2,0,0
403,16,2,1,0,2,0,0,2,6,0,1,0,12,2,0,0,0
404,12,1,1,7,1,0,0,0,2,0,0,0,2,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,5,7,0,0,1,0,7,1,7,0,0,0,8,3,2,0,0
408,9,1,2,0,1,0,5,3,2,2,3,3,2,0,1,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,5,4,1,0,1,1,0,1,2,0,3,0,5,2,0,3,0
411,7,1,2,0,1,0,0,6,1,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,1,0,0,1,0,0,0,7,0,0,3,0,6,2,2,1,0
416,4,2,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0
417,9,2,0,0,1,0,5,2,1,0,0,1,4,4,0,1,0
418,11,1,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0
419,11,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0
420,15,2,2,3,0,0,2,0,3,0,1,0,4,2,0,0,0
421,17,4,5,1,1,0,1,5,7,1,3,0,8,0,1,0,0
422,13,8,7,14,5,0,0,21,5,0,1,2,13,5,3,2,0
423,17,19,3,3,7,4,0,9,11,0,7,1,28,6,3,3,0
424,11,2,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0
425,4,1,0,1,0,0,0,3,3,0,1,0,1,0,0,0,0
426,17,31,11,23,11,1,2,35,14,0,6,7,93,15,2,20,0
427,5,1,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,17,10,6,1,3,0,3,5,15,0,7,0,14,6,3,1,0
433,4,2,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0
434,9,8,4,0,4,0,4,8,13,2,9,0,10,5,1,0,0
435,4,0,0,0,3,0,0,6,5,0,0,0,2,0,0,0,0
436,10,1,2,6,0,0,0,6,4,2,0,0,3,0,0,0,0
437,8,5,1,1,1,0,0,1,3,0,1,0,0,0,0,0,0
438,5,3,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0
