,0,sweet,vanilla,smokey,chacho,sherry,cereals,fruit,spices,green,Old,flower,smooth,alcohol,rough,balance,salty
378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,19,1,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0
382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,5,14,1,0,3,1,22,3,8,1,2,1,17,8,1,0,0
384,19,15,6,2,3,0,12,5,18,0,3,0,15,9,4,1,0
385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,19,0,0,2,2,0,0,0,3,0,1,0,2,2,1,0,0
388,3,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
389,18,1,1,4,1,1,0,4,0,1,0,1,8,1,1,0,0
390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,11,3,4,0,1,0,1,12,2,1,0,0,5,2,1,0,0
393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,3,1,10,0,0,0,1,1,0,1,1,3,0,0,0,2
395,5,10,0,14,5,0,31,1,25,3,10,1,12,3,2,0,0
396,6,6,2,0,3,0,0,1,3,0,0,0,10,1,0,0,0
397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,9,4,2,2,1,0,2,7,5,1,1,0,2,1,0,0,0
399,19,11,5,4,2,0,3,9,9,1,4,0,4,6,0,0,0
400,13,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0
401,18,1,0,1,0,0,0,3,3,0,1,0,3,1,0,1,0
402,17,14,1,4,0,5,0,6,6,1,0,2,7,5,2,0,0
403,6,2,1,0,2,0,0,2,6,0,1,0,12,2,0,0,0
404,0,1,1,7,1,0,0,0,2,0,0,0,2,0,0,0,0
405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,19,7,0,0,1,0,7,1,7,0,0,0,8,3,2,0,0
408,5,1,2,0,1,0,5,3,2,2,3,3,2,0,1,0,0
409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,17,4,1,0,1,1,0,1,2,0,3,0,5,2,0,3,0
411,13,1,2,0,1,0,0,6,1,0,0,0,0,0,0,0,0
412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,18,0,0,1,0,0,0,7,0,0,3,0,6,2,2,1,0
416,9,2,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0
417,5,2,0,0,1,0,5,2,1,0,0,1,4,4,0,1,0
418,9,1,1,1,0,0,0,2,2,0,2,0,0,0,0,0,0
419,3,0,1,0,1,0,0,1,3,0,0,0,0,1,0,0,0
420,19,2,2,3,0,0,2,0,3,0,1,0,4,2,0,0,0
421,18,4,5,1,1,0,1,5,7,1,3,0,8,0,1,0,0
422,2,8,7,14,5,0,0,21,5,0,1,2,13,5,3,2,0
423,17,19,3,3,7,4,0,9,11,0,7,1,28,6,3,3,0
424,10,2,0,1,3,0,1,2,0,0,1,0,0,0,0,0,0
425,9,1,0,1,0,0,0,3,3,0,1,0,1,0,0,0,0
426,18,31,11,23,11,1,2,35,14,0,6,7,93,15,2,20,0
427,6,1,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0
428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,19,10,6,1,3,0,3,5,15,0,7,0,14,6,3,1,0
433,9,2,0,0,0,0,0,3,1,0,0,2,1,0,0,0,0
434,19,8,4,0,4,0,4,8,13,2,9,0,10,5,1,0,0
435,9,0,0,0,3,0,0,6,5,0,0,0,2,0,0,0,0
436,2,1,2,6,0,0,0,6,4,2,0,0,3,0,0,0,0
437,16,5,1,1,1,0,0,1,3,0,1,0,0,0,0,0,0
438,17,3,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0
